Part,Description,List Price,Customer Price,Core Price,Env Charge,Compressed Part
1494D,Radiator,377.95,220.47,0,0,1494D
1494L,Radiator Mount,8.47,5.58,0,0,1494L
1494M,Radiator Mount,33.5,20.04,0,0,1494M
1494P,Radiator,349.42,203.83,0,0,1494P
1494U,Quick Connect,5.66,3.71,0,0,1494U
1496,Radiator,192.96,122.58,0,0,1496
1496M,Radiator Mount,17,9.52,0,0,1496M
1496U,Quick Connect,9.64,3.88,0,0,1496U
1498A,Radiator,173.67,101.31,0,0,1498A
1498B,Radiator,452.62,340,0,0,1498B
1498K,Radiator,493.76,328.25,0,0,1498K
1498S,Radiator,318.71,175.78,0,0,1498S
1499,Radiator,203.4,113.91,0,0,1499
1500,Radiator,295.68,163.08,0,0,1500
1503L,Radiator,310.43,204.31,0,0,1503L
1503M,Radiator,168.84,98.51,0,0,1503M
1503MA,Radiator Plug,3.24,1.46,0,0,1503MA
1503MB,O-Ring - Radiator Drain,2.9,1.29,0,0,1503MB
1504B,Radiator,217.09,130.01,0,0,1504B
1504C,Radiator,652.86,360.06,0,0,1504C
1504E,Radiator,301.03,198.11,0,0,1504E
1504G,Radiator,451.56,297.18,0,0,1504G
1504L,Radiator,799,143,0,0,1504L
1504M,Radiator,431.96,251.98,0,0,1504M
1506C,Radiator,489.16,321.92,0,0,1506C
1507,Radiator,197.85,81.69,0,0,1507
1508A,Quick Connect,24.8,14.6,0,0,1508A
1512,Radiator Mount,6.67,3.71,0,0,1512
1514,Radiator Mount,10.61,6.04,0,0,1514
1518,Reservoir Cap,7.96,4.29,0,0,1518
1519,Radiator Cap,8.1,4.65,0,0,1519
1520,Radiator Cap,7.27,3.83,0,0,1520
1521,Reservoir Cap,11.67,6.78,0,0,1521
1522,Reservoir Cap,9.83,5.43,0,0,1522
1523,Reservoir,34.56,21.05,0,0,1523
1523D,Reservoir,44.59,25.76,0,0,1523D
1523E,Reservoir,161,84.84,0,0,1523E
1523F,Reservoir,90,60.6,0,0,1523F
1523G,Reservoir,54.66,30.95,0,0,1523G
1524,Reservoir,51.46,28.35,0,0,1524
1525,Reservoir,39.81,22.07,0,0,1525
1526A,Reservoir,52.26,30.95,0,0,1526A
1527,Reservoir,160.8,105.25,0,0,1527
1528,Reservoir,25.73,16.1,0,0,1528
1529,Reservoir,25.27,15.92,0,0,1529
1530,Reservoir,41.33,24.76,0,0,1530
1532,Reservoir,28.42,14.94,0,0,1532
1534,Reservoir,44.29,25.27,0,0,1534
1535,Reservoir,44.88,27.35,0,0,1535
1535A,Reservoir,159,75.75,0,0,1535A
1535B,Reservoir,108,42.46,0,0,1535B
1536,Fan Clutch,168.5,84.66,0,0,1536
1536F,Cooling Fan Blade,51.53,29.57,0,0,1536F
1537,Fan Clutch,136.01,86.88,0,0,1537
1537F,Cooling Fan Blade,65.78,37.74,0,0,1537F
1538AF,Cooling Fan Blade,214,124.94,0,0,1538AF
1539B,Coolant Hose T-Connector,17.24,9.14,0,0,1539B
1540,Anti Freeze 1.5L (Blue),18.4,11.76,0,0.36,1540
1540D,VW G11 BLUE COOLANT 200L,1780.09,1145.32,0,6,1540D
1543,Fuel Filter - Diesel,43,27.59,0,0.04,1543
1543B,Fuel Filter - Diesel,91.19,60.02,0,0.04,1543B
1543C,Fuel Filter - Diesel,54.1,28.61,0,0.04,1543C
1543E,Fuel Filter - Diesel,59.17,40.68,0,0.04,1543E
1544,Fuel Filter Assy - Diesel,334.58,274.72,0,0,1544
1547C,Clip,5.85,3.67,0,0,1547C
1548A,Fuel Filter - Diesel,51.96,32.51,0,0.04,1548A
1549,Fuel Pre-Heat Valve,28.16,10.32,0,0,1549
1551,Fuel Filter - Diesel,34.8,20.42,0,0.04,1551
1552,Fuel Filter - Diesel,36.46,20.65,0,0.04,1552
1553,Fuel Filter - Diesel,37.36,20.01,0,0.04,1553
1555,Fuel Hose,62.02,37.8,0,0,1555
1557,Fuel Hose,79,48.14,0,0,1557
1558,Fuel Line Clamp,3.7,2.49,0,0,1558
1559,Fuel Hose,72.11,43.95,0,0,1559
1562,Fuel Lines,296.27,192.46,0,0,1562
1562A,FSI Fuel Pipe Adapter,42.87,17.49,0,0,1562A
1562B,Fuel Pipe Adapater,34.5,17.7,0,0,1562B
1562F,Fuel Hoses,289.16,197.66,0,0,1562F
1567S,Fuel Metering Valve,321.6,210.49,0,0,1567S
1568A,High Pressure Fuel Pump,671.6,441.99,0,0,1568A
1568B,High Pressure Fuel Pump,705.17,464.09,0,0,1568B
1568D,High Pressure Fuel Pump,337.94,222.41,0,0,1568D
1568K,High Pressure Fuel Pump,657.27,432.56,0,0,1568K
1569,Fuel Pump,1611.86,1060.8,202,0,1569
1569A,Fuel Pressure Sensor,85.38,74.7,0,0,1569A
1569C,Fuel Pressure Sensor,92.86,58.51,0,0,1569C
1569E,Fuel Pressure Sensor,135.63,89.25,0,0,1569E
1569F,Fuel Pressure Sensor,55.83,49.2,0,0,1569F
1569T,High Pressure Fuel Pump,3191.66,1882.21,0,0,1569T
1570D,Fuel Line Banjo Bolt,11,7.5,0,0,1570D
1570S,FSI Fuel Pump Seal,13.84,6.18,0,0,1570S
1570U,FSI Fuel Pump Adapter,28.51,22.22,0,0,1570U
1571,06D 109 309C CAM FOL,89.73,25.18,0,0,1571
1571A,Cam Follower,140,68.49,0,0,1571A
1571B,Fuel Pump Cam Follower,43.84,25,0,0,1571B
1571C,Cam Follower,123.41,96.64,0,0,1571C
1573B,Anti Freeze 5.0L (G13),45.56,32.84,0,1.2,1573B
1573D,Engine Coolant G12+ 205L,1951.97,1268.72,0,6.15,1573D
1578A,Exhaust Manifold,395,275,0,0,1578A
1580A,Air Filter,23.54,15,0,0,1580A
1580K,Air Filter,37.12,21.69,0,0,1580K
1580P,Air Filter,22.73,13.75,0,0,1580P
1581,Air Filter,31.69,20.85,0,0,1581
1581AP,Air Filter,25.97,16.89,0,0,1581AP
1583,Air Filter,39.89,26.26,0,0,1583
1584,Air Filter,45.58,28.18,0,0,1584
1586,Air Filter,30.86,20,0,0,1586
1595,Air Filter,31.8,18.58,0,0,1595
1595P,Air Filter,22.73,13.45,0,0,1595P
1596A,Air Filter,46.29,29.4,0,0,1596A
1597A,Air Filter,32.81,20.3,0,0,1597A
1597P,Air Filter,27.6,16.26,0,0,1597P
1599B,Turbo Intake Hose,119,67.67,0,0,1599B
1599C,Turbo Intake Hose,124,71.71,0,0,1599C
1599D,Turbo Intake Hose,91.73,56.06,0,0,1599D
1601P,Air Filter,27.37,15.35,0,0,1601P
1603,Air Filter,27.13,16.78,0,0,1603
1604,Air Filter,16.37,10.12,0,0,1604
1607,Air Filter,43.5,20.04,0,0,1607
1608,Air Filter,40.6,24.05,0,0,1608
1608B,Air Filter,76.02,50.48,0,0,1608B
1609,Air Filter,24.24,15.96,0,0,1609
1610,7L0 129 620 AIR FILT,40.3,20.2,0,0,1610
1614A,Air Filter,20.1,11.31,0,0,1614A
1614P,Air Filter,13.29,8.75,0,0,1614P
1616R,Gasket - Exhaust,25.06,13.98,0,0,1616R
1616T,Gasket - Exhaust,12.06,7.43,0,0,1616T
1617G,Gasket - Exhaust,12.6,7.03,0,0,1617G
1618,Gasket - Exhaust,12.2,6.81,0,0,1618
1618J,Gasket - Exhaust,10.62,5.93,0,0,1618J
1619,Gasket - Exhaust,4.69,2.63,0,0,1619
1619A,Gasket - Exhaust,28.27,15.77,0,0,1619A
1619B,Gasket - Exhaust,13.75,7.68,0,0,1619B
1619C,Gasket - Exhaust,39.65,22.12,0,0,1619C
1619T,Gasket - Turbo Inlet,17.72,9.89,0,0,1619T
1620,Gasket - Exhaust,2.91,1.55,0,0,1620
1620P,Gasket - Exhaust,15.12,8.44,0,0,1620P
1620T,Gasket - Exhaust,7.06,4.65,0,0,1620T
1620TB,Turbo to Manifold Bolt,13.4,9.09,0,0,1620TB
1620TC,Turbo to Manifold Washer,2.24,1.82,0,0,1620TC
1620U,Gasket - Exhaust,16.73,9.34,0,0,1620U
1621,Gasket - Intake,6.42,3.59,0,0,1621
1621Q,Gasket - Intake,6.7,3.74,0,0,1621Q
1621T,Gasket - Intake,22.3,12.25,0,0,1621T
1622B,Gasket - Intake,26.97,15.05,0,0,1622B
1623A,06A 129 717 MANIFOLD,7.24,2.38,0,0,1623A
1623L,Gasket - Intake,5.96,3.32,0,0,1623L
1623U,Gasket - Intake,7.03,3.93,0,0,1623U
1624,Gasket - Intake,5.34,2.98,0,0,1624
1624C,Gasket - Intake,23.76,13.26,0,0,1624C
1624V,Gasket - Intake,14.29,7.98,0,0,1624V
1626M,Gasket - Intake,9.78,5.46,0,0,1626M
1626P,Gasket - Intake,13.16,7.68,0,0,1626P
1626T,Gasket - Intake,32.04,19.19,0,0,1626T
1626U,Gasket - Intake,11.84,6.61,0,0,1626U
1627L,Gasket - Intake,16.73,9.34,0,0,1627L
1631,Gasket - Intake,6.65,3.71,0,0,1631
1632,Gasket - Intake,46.29,25.83,0,0,1632
1632C,Gasket - Intake,6.47,3.61,0,0,1632C
1632P,Gasket - Intake,59.43,33.17,0,0,1632P
1632Q,Gasket Set - Intake,72,24.32,0,0,1632Q
1632R,Gasket - Intake,50.16,31.38,0,0,1632R
1632T,Gasket - Intake,6.57,3.66,0,0,1632T
1633,Gasket - Intake,37.81,21.1,0,0,1633
1633B,Gasket - Intake,40.49,22.59,0,0,1633B
1634,Gasket - Intake,12.22,6.82,0,0,1634
1635,Throttle Body Flange,35.04,18.4,0,0,1635
1640,Fuel Cut-Off Solenoid,48.53,24.01,0,0,1640
1641,Injector Heat Shield,1.5,0.86,0,0,1641
1642,Injector Heat Shield,0.67,0.45,0,0,1642
1643,Diesel Stop Plug,0.63,0.41,0,0,1643
1644,Fuel Injector Seal Kit,58.75,32.78,0,0,1644
1647D,Fuel Injector,1086.81,669.44,101,0,1647D
1647Z,Bolt,5.48,3.54,0,0,1647Z
1650,Fuel Injector,693.09,456.15,111.1,0,1650
1650A,Fuel Injector Seal,2.86,1.68,0,0,1650A
1650B,Fuel Injector Seal,1.91,1.1,0,0,1650B
1650C,Fuel Injector Seal,5.5,3.07,0,0,1650C
1650D,Fuel Injector,688.83,412.53,111.1,0,1650D
1650T,Fuel Injector,785.51,516.97,111.1,0,1650T
1654,Catalytic Converter,454.59,253.77,0,0,1654
1655,Catalytic Converter,275.44,181.26,0,0,1655
1656,Catalytic Converter,467.63,260.15,0,0,1656
1661A,Catalytic Converter,939.47,542.54,0,0,1661A
1667,Catalytic Converter,933.5,531.29,0,0,1667
1667D,Catalytic Converter,625.04,362.54,0,0,1667D
1667E,Catalytic Converter,625.04,362.54,0,0,1667E
1667F,Catalytic Converter,1064.94,231,0,0,1667F
1667G,Catalytic Converter,1168.6,207.9,0,0,1667G
1667R,Exhaust Flex Pipe,64.31,37.14,0,0,1667R
1668A,O2 Sensor Restrictor,50.8,33.43,0,0,1668A
1668B,O2 Sensor Restrictor,71.93,47.33,0,0,1668B
1669,EGR Cooler,707.3,565.6,0,0,1669
1670A,Combi Valve,307.76,113.3,0,0,1670A
1670E,Combi Valve,177.01,116.5,0,0,1670E
1670G,EGR Valve Gasket,4.74,2.64,0,0,1670G
1670J,Combi Valve,175.17,110.36,0,0,1670J
1670K,Combi Valve,247.82,142.29,0,0,1670K
1670L,Combi Valve Gasket,11.44,5.15,0,0,1670L
1670M,Combi Valve Gasket,31.42,5.15,0,0,1670M
1670N,Combi Valve,410.84,167.31,0,0,1670N
1670P,Gasket,1.03,0.86,0,0,1670P
1671,Breather Hose,34.27,23.81,0,0,1671
1671A,Air Pump Hose,86.24,36.77,0,0,1671A
1671C,Air Pump Hose,100.36,61.34,0,0,1671C
1671D,Air Pump Hose,83.61,49.52,0,0,1671D
1671E,Air Pump Hose,93.8,57.32,0,0,1671E
1671F,Air Pump Hose,76.93,51.44,0,0,1671F
1671G,Air Pump Hose,103.95,63.53,0,0,1671G
1671H,Air Pump Hose,97.01,60.6,0,0,1671H
1671S,Breather Hose,36.17,23.8,0,0,1671S
1672B,EGR Valve,367.37,229.85,0,0,1672B
1672D,EGR Valve,493.85,301.8,0,0,1672D
1673,Gasket,6.13,3.42,0,0,1673
1673A,EGR Pipe Gasket,4.81,2.68,0,0,1673A
1673B,EGR Filter Gasket,6.89,5,0,0,1673B
1673C,EGR Valve Gasket,11.84,6.61,0,0,1673C
1673D,EGR Valve Gasket,14.22,11.45,0,0,1673D
1673S,EGR Valve Gasket,4.2,2.29,0,0,1673S
1674D,EGR Connecting Pipe,275.07,199.58,0,0,1674D
1674F,EGR Cooler Pipe,242.44,168.06,0,0,1674F
1674G,EGR Pipe,354.04,233,0,0,1674G
1674T,EGR Valve Gasket,4.92,3.43,0,0,1674T
1675D,Throttle Body,1536.32,906.02,0,0,1675D
1675DG,Gasket - Throttle Body,65,22.66,0,0,1675DG
1675FG,Gasket - Throttle Body,9.19,4.69,0,0,1675FG
1675S,Gasket - Throttle Body,13.29,7.41,0,0,1675S
1676,Throttle Body,332.29,319.51,0,0,1676
1678B,Throttle Body,656.96,432.37,0,0,1678B
1679,Throttle Body,418.07,247.63,0,0,1679
1679G,Gasket - Throttle Body,4.43,2.48,0,0,1679G
1679J,Gasket - Throttle Body,5.64,3.53,0,0,1679J
1679K,Gasket - Throttle Body,19.84,15,0,0,1679K
1683,Air Duct,69,37.37,0,0,1683
1684,Intake Adapter,112.59,68.1,0,0,1684
1685B,EGR Cooler,675.64,410.47,0,0,1685B
1686,EGR Temperature Sensor,105.83,84.84,0,0,1686
1689A,EGR Filter,321.61,252.5,0,0,1689A
1690C,Suction Pump,233.48,142.68,0,0,1690C
1691,Suction Pump Hose,8.6,5.26,0,0,1691
1691A,Breather Hose,58.3,23.79,0,0,1691A
1691B,Suction Pump Hose,4.19,3.13,0,0,1691B
1691C,Breather Hose,27.67,17.33,0,0,1691C
1691D,Breather Hose,5.2,5,0,0,1691D
1691E,Breather Hose,18.96,5.67,0,0,1691E
1691F,Breather Hose,25.71,12.44,0,0,1691F
1691G,Breather Hose,105,22.66,0,0,1691G
1691J,Breather Hose,11.59,10.5,0,0,1691J
1691K,Breather Hose,18.69,15.86,0,0,1691K
1691L,Breather Hose,23.19,14.18,0,0,1691L
1691M,Breather Hose,48.91,31.9,0,0,1691M
1693,Check Valve,63.1,40.01,0,0,1693
1693A,Check Valve,45.47,24.77,0,0,1693A
1699,Idle Stabilizer Valve,313.57,185.72,0,0,1699
1701A,Evap Valve Kit,169.33,111.44,0,0,1701A
1712A,Fuel Injector,208.06,125.87,0,0,1712A
1712B,Fuel Injector,292,113.32,0,0,1712B
1714,Fuel Injector Seal,0.38,0.21,0,0,1714
1716,Fuel Injector Seal Kit,7.37,3.64,0,0,1716
1717B,Fuel Injector Seal Kit,31.82,20.2,0,0,1717B
1721,Fuel Injector,254.28,142.4,0,0,1721
1721C,Fuel Injector,279.13,75.75,0,0,1721C
1721D,Fuel Injector,150.51,99.06,0,0,1721D
1721K,Fuel Injector,231.76,136.68,0,0,1721K
1721L,Fuel Injector,312.09,194.54,0,0,1721L
1722,Fuel Injector Seal Kit,38.31,30.3,0,0,1722
1722B,Fuel Injector Seal Kit,15.43,8.61,0,0,1722B
1722C,Fuel Injector Seal Kit,43.45,27.04,0,0,1722C
1723A,Fuel Injector Seal Kit,21.33,17.17,0,0,1723A
1723B,Fuel Injector Seal Kit,21.23,16.64,0,0,1723B
1750,Fuel Filter - Gas,39.8,23.57,0,0,1750
1751,Fuel Filter - Gas,35.04,19.93,0,0,1751
1752,Fuel Filter - Gas,32.79,21.58,0,0,1752
1762B,Turbo Support Bracket,17.51,10.31,0,0,1762B
1765B,Bolt,2.08,1.75,0,0,1765B
1765G,Vacuum Pump Gasket,15.08,8.42,0,0,1765G
1765KG,Vacuum Pump Gasket,21.87,12.33,0,0,1765KG
1766,Vacuum Pump,438.55,280.36,0,0,1766
1766B,Vacuum Pump,465.83,306.57,0,0,1766B
1766CG,Vacuum Pump Gasket,13.14,7.35,0,0,1766CG
1766D,Vacuum Pump,400.63,273.45,0,0,1766D
1766F,Vacuum Pump Gasket,14.12,7.88,0,0,1766F
1766G,Vacuum Pump Gasket,7.61,4.25,0,0,1766G
1771P,Release Bearing Cover Plate,10.86,6.45,0,0,1771P
1772K,Clutch Release Bearing,88.44,49.52,0,0,1772K
1772KS,Oil Seal,7.24,3.71,0,0,1772KS
1772P,Transmission Side Cover,75,39.91,0,0,1772P
1772PS,Gasket - MT Side Cover,40.79,28.85,0,0,1772PS
1774A,Clutch Operating Lever,64,37.88,0,0,1774A
1775,Clutch Operating Lever,72,49.92,0,0,1775
1775A,Clutch Operating Lever,56.44,37.14,0,0,1775A
1776A,Clutch Release Pivot,23.91,10.82,0,0,1776A
1776B,Clutch Release Pivot,4.73,2.62,0,0,1776B
1776C,Clutch Release Pivot,5.6,3.03,0,0,1776C
1776D,Clutch Fork Clip,3.97,2.44,0,0,1776D
1776E,Clutch Release Pivot,16.09,8.67,0,0,1776E
1779A,Clutch Release Bearing,198.26,113.08,0,0,1779A
1779T,Clutch Release Guide Tube,102,32.2,0,0,1779T
1779U,Clutch Release Guide Tube,79.63,46.61,0,0,1779U
1781,Pilot Bearing,9.33,5.26,0,0,1781
1784,Turbo Oil Return Line,167.8,126.92,0,0,1784
1784K,Turbo Oil Return Line Gasket,2.9,1.62,0,0,1784K
1784L,Turbo Oil Return Line Gasket,3.13,1.75,0,0,1784L
1784M,Turbo Oil Return Line Gasket,9.32,5.2,0,0,1784M
1785,Clutch Push Rod,24.11,14.85,0,0,1785
1786,Clutch Lever,42.1,36.31,0,0,1786
1787,Turbo Oil Return Line,260.87,171.69,0,0,1787
1787S,Turbo Oil Return Line,189.51,110.36,0,0,1787S
1788L,O-Ring - Turbo Return,5.67,4.04,0,0,1788L
1788T,Oil Return Gasket,3.6,2.12,0,0,1788T
1789B,Turbo Oil Feed Line,105.97,69.75,0,0,1789B
1789C,Turbo Oil Feed Line,67.17,51.46,0,0,1789C
1789D,Turbo Oil Feed Line,125.96,75.36,0,0,1789D
1789E,Turbo Oil Feed Line,140.39,84,0,0,1789E
1789G,Turbo Oil Return Line,132.77,79.43,0,0,1789G
1789H,Turbo Oil Return Line,41.18,26.46,0,0,1789H
1789K,Turbo Oil Feed Line,284,124.97,0,0,1789K
1789L,Turbo Oil Feed Line,241.89,144.73,0,0,1789L
1789M,Turbo Oil Return Line,276,148.57,0,0,1789M
1789P,Turbocharger Oil Line,196,114.33,0,0,1789P
1789T,Turbo Oil Feed Line,52.63,40.4,0,0,1789T
1789U,Turbo Oil Line Union,86.85,53.82,0,0,1789U
1790,Idler Pulley,34.64,19.01,0,0,1790
1790A,Idler Pulley,65.83,37.55,0,0,1790A
1792L,Turbo Intercooler,485.55,283.24,0,0,1792L
1792R,Turbo Intercooler,450.04,262.53,0,0,1792R
1794,Idler Pulley,64.31,37.14,0,0,1794
1795,Idler Pulley,64.31,37.14,0,0,1795
1796,Power Steering Pump - Rem,713,96.9,0,0,1796
1796K,Power Steering Pump,329.64,192.89,0,0,1796K
1796L,Power Steering Pump,225.76,139.67,0,0,1796L
1797M,Power Steering Pump - Rem,343.49,178.37,80.8,0,1797M
1798,Power Steering Pump - Rem,485.73,244.47,121.2,0,1798
1798A,Power Steering Pump - Rem,477.76,250.17,121.2,0,1798A
1798B,Power Steering Pump - Rem,453.87,224.01,55.55,0,1798B
1798F,Power Steering Pump - Rem,409.59,226.23,0,0,1798F
1799,Power Steering Pump - Rem,445.91,250.17,55.55,0,1799
1800,Power Steering Pump - Rem,276.66,164.43,0,0,1800
1801,Power Steering Pump,256.59,143.51,0,0,1801
1804,Power Steering Pump - Rem,249.71,147.55,0,0,1804
1805,Power Steering Pump,359.7,191.37,0,0,1805
1805F,Power Steering Pump,326.65,173.79,0,0,1805F
1806A,Turbo Intercooler,491.78,283.35,0,0,1806A
1806C,Turbo Intercooler,404.51,266.22,0,0,1806C
1806E,Turbo Diverter Valve,101.46,66.76,0,0,1806E
1806H,Sensor - Boost Pressure,127.9,75.92,0,0,1806H
1806K,Turbo Intercooler,313.57,204.31,0,0,1806K
1806L,Turbo Intercooler,400.96,231.01,0,0,1806L
1806N,Turbo Intercooler,555.01,365.27,0,0,1806N
1806Q,Turbo Intercooler,357.49,235.27,0,0,1806Q
1806S,Sensor - Boost Pressure,146.96,95.47,0,0,1806S
1806U,Sensor - Boost Pressure,62.71,35.29,0,0,1806U
1806V,Sensor - Boost Pressure,202.2,61.81,0,0,1806V
1806Y,Sensor - Boost Pressure,65.3,42.92,0,0,1806Y
1806Z,Sensor - Boost Pressure,74.27,45.52,0,0,1806Z
1807,Air Duct,112.57,61.91,0,0,1807
1807A,Turbo Intake Hose,80.4,43.34,0,0,1807A
1807C,Turbo Intake Hose Clip,2.85,1.49,0,0,1807C
1807N,Turbo Intake Hose,152.76,80.49,0,0,1807N
1807S,Turbo Intake Hose Seal,9.69,6.18,0,0,1807S
1807T,Turbo Intake Hose Seal,12.06,7.13,0,0,1807T
1807U,Turbo Intake Hose Seal,9.64,4.95,0,0,1807U
1809T,Multi-Rib Belt,45.54,25.5,0,0,1809T
1810,Multi-Rib Belt,36.99,20.22,0,0,1810
1811T,Tensioner,139.11,89.25,0,0,1811T
1817,Gasket - Head Set,107,70.72,0,0,1817
1818,Gasket - Head Set,171.5,95.69,0,0,1818
1819,Gasket - Head Set,208.29,121.51,0,0,1819
1821,Gasket - Head Set,73.64,41.1,0,0,1821
1823,Gasket - Head Set,75.86,42.33,0,0,1823
1824,Gasket - Head Set,337.5,188.32,0,0,1824
1827,Gasket - Head Set,310.61,173.32,0,0,1827
1829,Exhaust Pressure Sensor,91.78,54.12,0,0,1829
1829B,Exhaust Pressure Sensor,77.88,45.93,0,0,1829B
1830C,Turbo Wastegate Repair Clip,29.38,24.24,0,0,1830C
1830D,Turbo Actuator,393.68,262.6,0,0,1830D
1830E,Turbo Wastegate Repair Clip,117,37.14,0,0,1830E
1833A,Turbo Damper Seal,7.85,4.95,0,0,1833A
1833B,O-Ring - Turbo,10.62,6.28,0,0,1833B
1835B,Turbo Intercooler Hose,77.19,44.57,0,0,1835B
1835C,Turbo Intercooler Hose,271.89,212.1,0,0,1835C
1835D,Turbo Intake Hose,331.14,180.35,0,0,1835D
1835F,Turbo Intercooler Hose,167.53,96.13,0,0,1835F
1835P,Turbo Intercooler Hose,88.44,49.52,0,0,1835P
1836C,Turbo Intercooler,235.17,154.77,0,0,1836C
1836L,Turbo Intercooler,201.77,116.25,0,0,1836L
1836R,Turbo Intercooler,451.56,297.18,0,0,1836R
1837,Gasket - Valve Cover,4.55,2.54,0,0,1837
1838A,Turbo Intercooler Hose,20.1,11.9,0,0,1838A
1838C,Turbo Intercooler Hose,93.26,55.73,0,0,1838C
1838D,Turbo Intercooler Hose,123.64,71.4,0,0,1838D
1838E,Turbo Intercooler Hose,106.92,65.34,0,0,1838E
1838F,Turbo Intercooler Hose,161.13,119.73,0,0,1838F
1838G,Turbo Intercooler Hose,156.44,93.6,0,0,1838G
1838H,Turbo Intercooler Hose,173.35,103.71,0,0,1838H
1838J,Turbo Intercooler Hose,72.97,44.59,0,0,1838J
1838K,Turbo Intercooler Hose,96.49,55.73,0,0,1838K
1838N,Turbo Intercooler Hose,114.17,74.29,0,0,1838N
1841,Gasket - Valve Cover,45.07,25.15,0,0,1841
1841A,Gasket - Valve Cover Kit,68.78,29.47,0,0,1841A
1842L,Gasket - Valve Cover,39.65,22.12,0,0,1842L
1842R,Gasket - Valve Cover,28.45,15.87,0,0,1842R
1844L,Gasket Set - Valve Cover,88.77,49.53,0,0,1844L
1844R,Gasket Set - Valve Cover,88.77,49.53,0,0,1844R
1848F,Gasket Set - Valve Cover,60.31,33.65,0,0,1848F
1849,Gasket - Valve Cover,39.81,23.3,0,0,1849
1849A,Gasket Set - Valve Cover,53.95,31.47,0,0,1849A
1850,Air Duct,120.73,88.88,0,0,1850
1871,Piston Ring Set,29,18.46,0,0,1871
1877,Piston Ring Set,56.73,15.92,0,0,1877
1878,Piston Ring Set,80.02,48.76,0,0,1878
1880,Piston Ring Set,41.4,24.52,0,0,1880
1881,Piston Ring Set,32.5,15.64,0,0,1881
1888,Piston Ring Set,28.66,17.17,0,0,1888
1889,Piston Ring Set,31.84,18.4,0,0,1889
1896,Main Bearings Std.,135.36,79.72,0,0,1896
1896T,Thrust Washer,9.1,7.58,0,0,1896T
1897,Main Bearings Std.,64.97,37.51,0,0,1897
1905,Con Rod Bearing Set Std.,79.6,47.15,0,0,1905
1910,Con Rod Bearing Set Std.,193.31,108.81,0,0,1910
1911,Con Rod Bearing Set Std.,66.61,37.51,0,0,1911
1912A,Connecting Rod Bolt,7.7,5.05,0,0,1912A
1912B,Connecting Rod Bolt,4,2.01,0,0,1912B
1921R,Rocker Shaft Bolt,8.87,5.06,0,0,1921R
1926B,Subframe Mount,41.4,19.33,0,0,1926B
1927B,Subframe Mount,31.69,20.85,0,0,1927B
1928B,Subframe Mount,50.96,26.98,0,0,1928B
1930,Subframe,377.87,212.4,0,0,1930
1930AK,Subframe Bolt/Spacer Kit,25.14,18.18,0,0,1930AK
1931,Motor Mount,21.45,12.52,0,0,1931
1932B,Engine Mount,16,10.11,0,0,1932B
1938,Motor Mount,38.23,22.07,0,0,1938
1941,Motor Mount,87.6,49.06,0,0,1941
1942,Motor Mount,59.7,35.37,0,0,1942
1944,Motor Mount,99.69,56.85,0,0,1944
1946,Motor Mount,95.54,58.86,0,0,1946
1948,Motor Mount,160.24,105.45,0,0,1948
1949A,Motor Mount,135.09,88.9,0,0,1949A
1949B,Motor Mount,157.43,85.48,0,0,1949B
1949C,Engine Mount,268.25,160.49,0,0,1949C
1949CA,Engine Mount Bolt,3.58,2.41,0,0,1949CA
1949CB,Engine Mount Bolt,5.68,3.32,0,0,1949CB
1949CC,Engine Mount Bolt,6.14,4.19,0,0,1949CC
1949D,Motor Mount,166.84,97.82,0,0,1949D
1950AA,Engine Mount Bolt,4.04,2.93,0,0,1950AA
1950AC,Engine Mount Bolt,4.88,3.64,0,0,1950AC
1950AD,Engine Mount Bolt,2.08,1.51,0,0,1950AD
1950AE,Engine Mount Bolt,10.2,6.31,0,0,1950AE
1950AG,Engine Mount Bolt,5.6,4.04,0,0,1950AG
1950AH,Subframe Mount Bolt,3.27,1.93,0,0,1950AH
1950AI,Engine Mount Bolt,4.04,2.58,0,0,1950AI
1950AJ,Engine Mount Bolt,4.4,3.1,0,0,1950AJ
1950AK,Control Arm Bolt,7.72,4.95,0,0,1950AK
1952A,Engine Mount,89.19,51.5,0,0,1952A
1953,Motor Mount,97.51,58.34,0,0,1953
1954A,Engine Mount,34.34,20.55,0,0,1954A
1955,Transmission Mount,76.36,47.54,0,0,1955
1957A,Transmission Mount,107.41,64.26,0,0,1957A
1957B,Transmission Mount,92.36,55.18,0,0,1957B
1957C,Transmission Mount,105.11,63.79,0,0,1957C
1957D,Transmission Mount,145.5,83.48,0,0,1957D
1957K,Transmission Mount,105.11,61.31,0,0,1957K
1960,Transmission Mount,31.84,16.87,0,0,1960
1965,Transmission Mount,29.81,13.89,0,0,1965
1966,Transmission Mount,47.77,26.52,0,0,1966
1967,Transmission Mount,55.74,30.66,0,0,1967
1969,Engine Buffer,11.16,6.74,0,0,1969
1970,Snub Mount,10.67,6.33,0,0,1970
1973,Motor Mount,43.41,26.61,0,0,1973
1974,Motor Mount,78.8,45.93,0,0,1974
1975,Motor Mount,41.8,24.77,0,0,1975
1980B,Engine Mount,124.36,74.4,0,0,1980B
1981,Motor Mount,99.5,58.94,0,0,1981
1983,Motor Mount,50.96,26.98,0,0,1983
1983B,Engine Mount,62.13,36.78,0,0,1983B
1983P,Motor Mount,56.54,28.62,0,0,1983P
1995A,Engine Mount,325,232.3,0,0,1995A
